pathway_namespace	pathway_identifier	pathway_name	snps
reactome	R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	rs4430796,rs7501939
reactome	R-HSA-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	
reactome	R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	rs2073145
reactome	R-HSA-422356	Regulation of insulin secretion	rs6056209,rs2306677,rs291353,rs11880198,rs7111341,rs2877716,rs2070615,rs6118083,rs216013,rs869244,rs13236689,rs999943,rs263238,rs3889237,rs5219,rs7076247,rs13224682,rs7798500,rs1869901,rs5215,rs7069923
reactome	R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	rs2515629,rs12272004,rs2575876,rs2645424,rs12686004,rs809736,rs339969,rs12188164,rs4149268,rs11868035,rs174546,rs13236689,rs2470893,rs7120118,rs3905000,rs3743266,rs7315438,rs8028182,rs3846662,rs2103868,rs32579,rs11666579,rs11071559,rs12423712,rs6051520,rs340029,rs4651156,rs3784609
reactome	R-HSA-9614399	Regulation of localization of FOXO transcription factors	rs4660531,rs9480865,rs4132509,rs2755237,rs2153960
reactome	R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	rs4902642,rs4899260,rs3889237,rs9357155,rs3803800,rs4902647,rs831571
reactome	R-HSA-453276	Regulation of mitotic cell cycle	rs2431697,rs1493682,rs16912145,rs2069408,rs9357155,rs831571
reactome	R-HSA-5675482	Regulation of necroptotic cell death	rs2234978,rs13278062
reactome	R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	rs9357155,rs831571
reactome	R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	
reactome	R-HSA-912631	Regulation of signaling by CBL	rs290986
reactome	R-HSA-1433617	Regulation of signaling by NODAL	
reactome	R-HSA-9627069	Regulation of the apoptosome activity	rs2283792
reactome	R-HSA-350864	Regulation of thyroid hormone activity	
reactome	R-HSA-444821	Relaxin receptors	
reactome	R-HSA-168298	Release	
reactome	R-HSA-5362798	Release of Hh-Np from the secreting cell	rs8002779,rs9523762,rs2352028,rs16946160
reactome	R-HSA-111457	Release of apoptotic factors from the mitochondria	rs210138,rs210134
reactome	R-HSA-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	
reactome	R-HSA-69166	Removal of the Flap Intermediate	rs2277339
reactome	R-HSA-174437	Removal of the Flap Intermediate from the C-strand	
reactome	R-HSA-4641265	Repression of WNT target genes	rs7901695,rs956237,rs4962416,rs7903146
reactome	R-HSA-1474165	Reproduction	rs1801516,rs2244012,rs2069408,rs2499604,rs10876993,rs11661542,rs3131379,rs11809207
reactome	R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	rs690705,rs3219090
reactome	R-HSA-110381	Resolution of AP sites via the single-nucleotide replacement pathway	
reactome	R-HSA-73933	Resolution of Abasic Sites (AP sites)	rs690705,rs3219090
reactome	R-HSA-5693537	Resolution of D-Loop Structures	rs999737,rs1801516,rs4809324,rs6435862,rs11661542,rs911263,rs1956529,rs2244012,rs420259,rs6010620,rs3768716
reactome	R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	rs999737,rs1801516,rs11661542,rs6435862,rs911263,rs1956529,rs2244012,rs420259,rs3768716
reactome	R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	rs999737,rs1801516,rs4809324,rs6435862,rs11661542,rs911263,rs1956529,rs2244012,rs420259,rs6010620,rs3768716
reactome	R-HSA-2500257	Resolution of Sister Chromatid Cohesion	rs1493682,rs990324,rs1007738,rs4906172,rs438034,rs11158493
reactome	R-HSA-611105	Respiratory electron transport	rs7142881,rs2039485
reactome	R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	rs7142881,rs2039485
reactome	R-HSA-76005	Response to elevated platelet cytosolic Ca2+	rs17525472,rs569214,rs6056,rs1926657,rs9898,rs1799852,rs10871454,rs7595037,rs717615,rs710446,rs2268983,rs4148441,rs1049296,rs9472138,rs6136,rs749005,rs6532197,rs1867504,rs1569476,rs3811647,rs13236689,rs6448771,rs17035378,rs1004446,rs783147,rs6504218,rs3889237,rs5742692,rs12476289,rs4148546,rs10092658
reactome	R-HSA-5660526	Response to metal ions	
reactome	R-HSA-2453864	Retinoid cycle disease events	rs1667255
reactome	R-HSA-975634	Retinoid metabolism and transport	rs12678919,rs2352028,rs693,rs6754295,rs2544390,rs6511720,rs8002779,rs11668477,rs2250417,rs673548,rs10096633,rs11172113,rs541041,rs830998,rs1574192,rs1667255,rs16946160,rs1008953,rs9523762,rs2083637,rs1466535,rs2228671
reactome	R-HSA-6809583	Retinoid metabolism disease events	
reactome	R-HSA-177504	Retrograde neurotrophin signalling	rs2502731,rs10810865,rs1011731,rs678962,rs1755289
reactome	R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	rs6917747,rs1411478,rs7993214,rs199533,rs3815148,rs183211
reactome	R-HSA-888593	Reuptake of GABA	rs9990174,rs10774021
reactome	R-HSA-165054	Rev-mediated nuclear export of HIV RNA	rs12199222,rs4294134
reactome	R-HSA-73943	Reversal of alkylation damage by DNA dioxygenases	rs6499640,rs8050136,rs9941349
reactome	R-HSA-162589	Reverse Transcription of HIV RNA	
reactome	R-HSA-1475029	Reversible hydration of carbon dioxide	
reactome	R-HSA-9037628	Rhesus blood group biosynthesis	
reactome	R-HSA-444411	Rhesus glycoproteins mediate ammonium transport.	
reactome	R-HSA-194840	Rho GTPase cycle	rs10776612,rs6845865,rs2869967,rs5751614,rs7112925,rs1354034,rs801114,rs437943,rs12344583,rs212388,rs2062583,rs1738074,rs11712165,rs7671167,rs9315204,rs3780792,rs3776331,rs11842874,rs4838605,rs7660702,rs6063312,rs1552224
reactome	R-HSA-72702	Ribosomal scanning and start codon recognition	rs2280401,rs12420464,rs12580100,rs16892766
reactome	R-HSA-428890	Role of ABL in ROBO-SLIT signaling	rs1379659
reactome	R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	rs290986,rs2251746
reactome	R-HSA-2029485	Role of phospholipids in phagocytosis	rs1801274,rs999943,rs864537,rs2306677,rs2284063,rs2056626,rs10495928,rs738322,rs290986,rs6001027
reactome	R-HSA-418890	Role of second messengers in netrin-1 signaling	rs7050529,rs768048,rs7504990
reactome	R-HSA-69242	S Phase	rs10876993,rs9642880,rs690705,rs16912145,rs8102137,rs990324,rs7158173,rs2069408,rs16991615,rs11082304,rs837763,rs1321311,rs236114,rs4132509,rs2277339,rs9357155,rs4800148,rs4369779,rs831571
reactome	R-HSA-5358747	S33 mutants of beta-catenin aren't phosphorylated	rs11158493
reactome	R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated	rs11158493
reactome	R-HSA-5358751	S45 mutants of beta-catenin aren't phosphorylated	rs11158493
reactome	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	rs1321311,rs8102137,rs2069408,rs9357155,rs10876993,rs831571
reactome	R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	rs9357155,rs831571
reactome	R-HSA-373756	SDK interactions	rs3816995,rs6462411
reactome	R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	rs757978,rs9871760
reactome	R-HSA-5654688	SHC-mediated cascade:FGFR1	rs1458038,rs17369571,rs2121875,rs152528
reactome	R-HSA-5654699	SHC-mediated cascade:FGFR2	rs1458038,rs4338740,rs2981579,rs1219648,rs17369571,rs2121875,rs152528
reactome	R-HSA-5654704	SHC-mediated cascade:FGFR3	rs1458038,rs152528
reactome	R-HSA-5654719	SHC-mediated cascade:FGFR4	rs152528
reactome	R-HSA-2428933	SHC-related events triggered by IGF1R	rs1004446,rs5742692
reactome	R-HSA-180336	SHC1 events in EGFR signaling	rs1350666,rs11979158,rs454305
reactome	R-HSA-1250196	SHC1 events in ERBB2 signaling	rs1350666,rs3889237,rs1484170,rs10495928,rs11979158,rs2439312
reactome	R-HSA-1250347	SHC1 events in ERBB4 signaling	rs1350666,rs2439312,rs1484170
reactome	R-HSA-427359	SIRT1 negatively regulates rRNA expression	
reactome	R-HSA-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	
reactome	R-HSA-111367	SLBP independent Processing of Histone Pre-mRNAs	
reactome	R-HSA-5619102	SLC transporter disorders	rs8101881,rs16890979,rs6834555,rs737267,rs2073643,rs2800,rs7072268,rs13129697,rs6420094,rs16928809,rs7632299,rs4294134,rs12896399,rs4149081,rs4607517,rs505802,rs3775948,rs4363657,rs780094,rs1371924,rs12199222,rs2108225,rs3757840,rs1260326,rs780092,rs733175,rs730497
reactome	R-HSA-425407	SLC-mediated transmembrane transport	rs8101881,rs16890979,rs6834555,rs10089,rs13107325,rs1994090,rs2073643,rs4890568,rs1165196,rs7632299,rs13129697,rs6420094,rs13266634,rs7758229,rs2800,rs2736428,rs2078267,rs10770705,rs12896399,rs505802,rs4285028,rs3775948,rs17270561,rs9036,rs11666579,rs823156,rs7238033,rs733175,rs7495052,rs651164,rs4580814,rs17342717,rs1385374,rs10479002,rs9364554,rs737267,rs7232775,rs6695567,rs3743162,rs10774021,rs494620,rs16928809,rs11240594,rs4973768,rs10502868,rs4149081,rs1564348,rs9990174,rs4363657,rs1371924,rs12883884,rs272889,rs2108225,rs1857353,rs11568563,rs11581062,rs4258076,rs207954
reactome	R-HSA-8985586	SLIT2:ROBO1 increases RHOA activity	rs1379659
reactome	R-HSA-111463	SMAC (DIABLO) binds to IAPs	
reactome	R-HSA-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes	
reactome	R-HSA-111469	SMAC, XIAP-regulated apoptotic response	
reactome	R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	rs744910
reactome	R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	rs744910
reactome	R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	rs1063192,rs9642880,rs4939827,rs744910
reactome	R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	rs744910
reactome	R-HSA-112412	SOS-mediated signalling	rs2943641,rs7578326
reactome	R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	rs10507380,rs6031882,rs12580100,rs1534166,rs2280401,rs6604026
reactome	R-HSA-9645135	STAT5 Activation	
reactome	R-HSA-3249367	STAT6-mediated induction of chemokines	rs167769,rs1059513
reactome	R-HSA-1834941	STING mediated induction of host immune responses	rs167769,rs1059513,rs1772408
reactome	R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	rs1490453,rs5919432,rs7647307,rs9310736,rs5031002,rs6902771,rs3790844,rs809736,rs6625163,rs1667394,rs339969,rs2504063,rs4294134,rs1999805,rs7120118,rs3743266,rs8028182,rs5742915,rs3219090,rs543650,rs8016947,rs12199222,rs11071559,rs12423712,rs340029,rs2229741,rs1992950,rs3784609,rs12913832,rs987237
reactome	R-HSA-3065676	SUMO is conjugated to E1 (UBA2:SAE1)	rs307896
reactome	R-HSA-3065679	SUMO is proteolytically processed	
reactome	R-HSA-3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	rs307896
reactome	R-HSA-2990846	SUMOylation	rs1490453,rs5919432,rs7647307,rs9310736,rs5031002,rs6902771,rs3790844,rs809736,rs6625163,rs1667394,rs339969,rs2504063,rs4294134,rs1999805,rs7120118,rs3743266,rs8028182,rs5742915,rs3219090,rs543650,rs8016947,rs12199222,rs11071559,rs12423712,rs340029,rs2229741,rs1992950,rs307896,rs3784609,rs12913832,rs987237
reactome	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	rs12199222,rs1667394,rs5742915,rs3219090,rs12913832,rs4294134
reactome	R-HSA-4655427	SUMOylation of DNA methylation proteins	
reactome	R-HSA-4615885	SUMOylation of DNA replication proteins	rs12199222,rs4294134
reactome	R-HSA-4570464	SUMOylation of RNA binding proteins	rs12199222,rs4294134
reactome	R-HSA-4085377	SUMOylation of SUMOylation proteins	rs12199222,rs4294134
reactome	R-HSA-4551638	SUMOylation of chromatin organization proteins	rs12199222,rs1992950,rs4294134
reactome	R-HSA-4755510	SUMOylation of immune response proteins	rs8016947
reactome	R-HSA-4090294	SUMOylation of intracellular receptors	rs1490453,rs1999805,rs5919432,rs7120118,rs3743266,rs5031002,rs9310736,rs6902771,rs543650,rs3790844,rs809736,rs6625163,rs11071559,rs340029,rs339969,rs3784609,rs2504063
reactome	R-HSA-3899300	SUMOylation of transcription cofactors	rs8028182,rs12423712,rs2229741
reactome	R-HSA-3232118	SUMOylation of transcription factors	rs7647307,rs987237
reactome	R-HSA-3232142	SUMOylation of ubiquitinylation proteins	rs12199222,rs5742915,rs4294134
reactome	R-HSA-3000480	Scavenging by Class A Receptors	rs541041,rs441051,rs6754295,rs3742207,rs693,rs673548,rs7319311
reactome	R-HSA-3000471	Scavenging by Class B Receptors	rs541041,rs13236689,rs6754295,rs11057830,rs693,rs4765623,rs673548
reactome	R-HSA-3000484	Scavenging by Class F Receptors	rs541041,rs693,rs6754295,rs673548
reactome	R-HSA-3000497	Scavenging by Class H Receptors	rs541041,rs7306642,rs6754295,rs693,rs673548
reactome	R-HSA-2168880	Scavenging of heme from plasma	rs2000999,rs1466535,rs7136716,rs2239785,rs11172113
reactome	R-HSA-2408522	Selenoamino acid metabolism	rs6586282,rs10507380,rs12580100,rs10934853,rs2280401,rs6604026,rs2847476
reactome	R-HSA-2408557	Selenocysteine synthesis	rs10507380,rs12580100,rs10934853,rs2280401,rs6604026
reactome	R-HSA-399954	Sema3A PAK dependent Axon repulsion	rs9871760,rs2084385
reactome	R-HSA-400685	Sema4D in semaphorin signaling	rs735854,rs4821469,rs10243024
reactome	R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	rs735854,rs4821469
reactome	R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	rs10243024
reactome	R-HSA-373755	Semaphorin interactions	rs757978,rs735854,rs1551943,rs4821469,rs9871760,rs2084385,rs10243024,rs7702057
reactome	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	rs1063192,rs744166,rs2069408,rs2282978,rs10876993,rs445,rs1321311,rs16912145,rs7665090,rs2283792,rs4601609
reactome	R-HSA-5693548	Sensing of DNA Double Strand Breaks	rs1801516,rs2244012
reactome	R-HSA-2467813	Separation of Sister Chromatids	rs1007738,rs4906172,rs438034,rs11158493,rs2431697,rs1493682,rs16912145,rs9357155,rs990324,rs831571
reactome	R-HSA-977347	Serine biosynthesis	rs391300,rs477992
reactome	R-HSA-181429	Serotonin Neurotransmitter Release Cycle	rs10121009,rs10455248
reactome	R-HSA-209931	Serotonin and melatonin biosynthesis	
reactome	R-HSA-380615	Serotonin clearance from the synaptic cleft	rs3027409
reactome	R-HSA-390666	Serotonin receptors	rs3995090
reactome	R-HSA-3282872	Severe congenital neutropenia type 4 (G6PC3)	
reactome	R-HSA-4085001	Sialic acid metabolism	rs10873876,rs11220462,rs16861329,rs2216228,rs10937275,rs2236653,rs10743430
reactome	R-HSA-162582	Signal Transduction	rs2068888,rs1348582,rs968451,rs891088,rs947583,rs7905537,rs12540874,rs735854,rs4143832,rs3753242,rs2566755,rs1497546,rs673548,rs2121875,rs1859156,rs1420101,rs1007738,rs572169,rs4132601,rs1738074,rs3758354,rs10488031,rs11712165,rs9623117,rs29232,rs10958409,rs1588265,rs4132509,rs10861905,rs2981579,rs11984075,rs12101261,rs9290936,rs8085804,rs2517388,rs10758669,rs285480,rs4903031,rs441051,rs3790844,rs6842241,rs9480865,rs11065611,rs1493682,rs3093024,rs2242285,rs525410,rs4676406,rs801114,rs1999805,rs4962416,rs9923451,rs1800693,rs443198,rs1893217,rs7626795,rs2284033,rs9652490,rs1466535,rs7665090,rs10491334,rs710446,rs10411210,rs1342326,rs2158836,rs1403543,rs7903146,rs6670655,rs9806762,rs11671664,rs741301,rs17691394,rs1876518,rs7795096,rs4142110,rs1513670,rs227731,rs17111394,rs11172113,rs1801725,rs4675374,rs3131296,rs6710518,rs212388,rs4906172,rs9674544,rs10889353,rs1378942,rs3743200,rs9574565,rs415430,rs2413583,rs2562784,rs2084385,rs9803659,rs630923,rs1746048,rs3807989,rs7111341,rs6754295,rs6761,rs4742269,rs8102137,rs7025486,rs16946160,rs798497,rs678962,rs3218097,rs2083637,rs3889237,rs8192917,rs1983853,rs6421571,rs13224682,rs9870680,rs2229741,rs995030,rs1350666,rs501764,rs2352028,rs291353,rs4939827,rs40457,rs6673480,rs2153960,rs798544,rs1435703,rs9282641,rs710841,rs1063192,rs946053,rs10874639,rs10512049,rs3219090,rs1004446,rs10841496,rs2032794,rs3776331,rs951005,rs6687840,rs10876993,rs6056209,rs1010254,rs1447352,rs2544390,rs693,rs2782980,rs1892534,rs13230047,rs2250417,rs4650608,rs5742915,rs12484776,rs9929218,rs11220462,rs4767631,rs8016947,rs4785763,rs1321311,rs3093023,rs13118928,rs13405728,rs139909,rs4129267,rs7927370,rs2228671,rs9298506,rs2241423,rs6845865,rs10444502,rs17083844,rs2736100,rs3736228,rs438034,rs2236653,rs798766,rs3761847,rs744910,rs6511720,rs7044529,rs4944092,rs10052657,rs7591064,rs2234978,rs1436109,rs882300,rs1059513,rs956237,rs758642,rs13088462,rs154659,rs673604,rs10903122,rs7671167,rs3780792,rs17148090,rs786870,rs495366,rs744166,rs4481887,rs11214606,rs13314993,rs1755289,rs10243024,rs11898505,rs290986,rs1926203,rs17864092,rs2735839,rs869244,rs4724100,rs1458038,rs2816316,rs12344583,rs1219648,rs6691170,rs2943641,rs3742207,rs1878022,rs7873102,rs12970134,rs82625,rs13278062,rs6561030,rs3764640,rs735172,rs1812175,rs12821256,rs12063142,rs2597513,rs6118083,rs838705,rs1397048,rs3800569,rs1354034,rs830998,rs10748128,rs1574192,rs4613763,rs2062583,rs11842874,rs4838605,rs6063312,rs477895,rs1011731,rs8017455,rs706779,rs10776612,rs4130047,rs2306677,rs16826658,rs2859631,rs404860,rs3118470,rs7587928,rs571312,rs8043440,rs11984041,rs10276619,rs6854783,rs5742692,rs2274459,rs1552224,rs12251307,rs17291650,rs7798500,rs10493389,rs11979158,rs6056,rs17036350,rs10898392,rs3184504,rs3885683,rs5031002,rs5945326,rs9642880,rs6774494,rs6687758,rs534870,rs2327832,rs4338740,rs12418204,rs16912145,rs12753193,rs1713985,rs702543,rs6699417,rs11968166,rs4764039,rs7578326,rs783147,rs2601828,rs7660702,rs12423712,rs2302189,rs3782181,rs1504749,rs8042680,rs9466056,rs2114039,rs892055,rs11611208,rs10800098,rs393152,rs7112925,rs11248060,rs7090512,rs2075726,rs5943057,rs10021303,rs2502731,rs2115386,rs2842483,rs180515,rs454305,rs1529672,rs2877716,rs2755237,rs2074404,rs3995090,rs17086609,rs7319311,rs8002779,rs7805747,rs3805236,rs1387153,rs2283792,rs7579899,rs2160519,rs541041,rs999943,rs4821469,rs1366594,rs543650,rs9523762,rs10831496,rs802734,rs12720356,rs1167998,rs9315204,rs7937,rs6265,rs3197999,rs17369571,rs11065987,rs4660531,rs5919432,rs11971186,rs2166706,rs1547374,rs10495928,rs9303521,rs2659546,rs1127065,rs8035957,rs11668477,rs2275215,rs9472138,rs2104286,rs2268363,rs10501570,rs4917014,rs10895547,rs2069408,rs17760296,rs1667255,rs167769,rs1802295,rs12367822,rs7789197,rs7911500,rs4075958,rs2853676,rs10483853,rs12593813,rs12678919,rs280519,rs7922491,rs6625163,rs10810865,rs4764043,rs1789924,rs2504063,rs4925386,rs2257205,rs1182188,rs263238,rs1008953,rs1012053,rs4537545,rs6455128,rs152528,rs7349332,rs2119704,rs2439312,rs1869901,rs2273061,rs4601609,rs7561273,rs1828591,rs12279261,rs1484170,rs11880198,rs10871777,rs6902771,rs610604,rs2869967,rs5751614,rs7901695,rs6068020,rs10096633,rs967417,rs9296015,rs437943,rs3796804,rs1733724,rs4670766,rs11158493,rs1823068,rs7677751,rs4821544,rs1789891,rs6051520,rs2230926,rs9357155,rs831571
reactome	R-HSA-392518	Signal amplification	rs291353,rs11880198
reactome	R-HSA-74749	Signal attenuation	rs2115386,rs12540874,rs2943641,rs891088,rs2283792,rs7578326,rs7111341
reactome	R-HSA-391160	Signal regulatory protein family interactions	rs7804356
reactome	R-HSA-445144	Signal transduction by L1	rs197770,rs3780792,rs12279261,rs11979158,rs12344583,rs1436109,rs2283792
reactome	R-HSA-1502540	Signaling by Activin	rs7789197,rs744910
reactome	R-HSA-201451	Signaling by BMP	rs1859156,rs10021303,rs16912145,rs17760296,rs4939827,rs227731,rs967417,rs5943057
reactome	R-HSA-6802952	Signaling by BRAF and RAF fusions	rs6056,rs10444502,rs10945919,rs4767631,rs1127065,rs1874326,rs1378942,rs786870,rs2283792,rs10758669
reactome	R-HSA-177929	Signaling by EGFR	rs1350666,rs454305,rs11979158,rs6673480,rs1755289,rs802734,rs1378942,rs534870,rs9574565,rs3805236,rs10810865,rs2562784,rs2242285
reactome	R-HSA-1643713	Signaling by EGFR in Cancer	rs1350666,rs11979158,rs454305,rs3805236
reactome	R-HSA-5637812	Signaling by EGFRvIII in Cancer	rs3805236,rs11979158
reactome	R-HSA-1227986	Signaling by ERBB2	rs1350666,rs3889237,rs3805236,rs4132509,rs1484170,rs10495928,rs11979158,rs2439312
reactome	R-HSA-1236394	Signaling by ERBB4	rs1350666,rs1999805,rs9923451,rs1484170,rs11979158,rs6902771,rs543650,rs2859631,rs2439312,rs8043440,rs2504063,rs1746048
reactome	R-HSA-9006335	Signaling by Erythropoietin	rs3805236,rs10758669
reactome	R-HSA-190236	Signaling by FGFR	rs1458038,rs10748128,rs6710518,rs1219648,rs6761,rs1876518,rs152528,rs534870,rs9574565,rs4338740,rs3805236,rs2981579,rs17369571,rs2283792,rs2121875
reactome	R-HSA-1226099	Signaling by FGFR in disease	rs1458038,rs10748128,rs744166,rs1219648,rs6761,rs2301436,rs152528,rs1874326,rs4338740,rs3805236,rs2981579,rs5751614,rs17369571,rs2121875
reactome	R-HSA-5654736	Signaling by FGFR1	rs1458038,rs10748128,rs1876518,rs534870,rs152528,rs9574565,rs3805236,rs17369571,rs2283792,rs2121875
reactome	R-HSA-1839120	Signaling by FGFR1 amplification mutants	
reactome	R-HSA-5655302	Signaling by FGFR1 in disease	rs1874326,rs1458038,rs10748128,rs744166,rs3805236,rs5751614,rs2301436,rs152528
reactome	R-HSA-5654738	Signaling by FGFR2	rs1458038,rs10748128,rs1219648,rs6761,rs534870,rs152528,rs9574565,rs4338740,rs3805236,rs2981579,rs17369571,rs2283792,rs2121875
reactome	R-HSA-8851708	Signaling by FGFR2 IIIa TM	rs1219648,rs6761,rs2981579,rs152528
reactome	R-HSA-2023837	Signaling by FGFR2 amplification mutants	rs1219648,rs2981579
reactome	R-HSA-8853333	Signaling by FGFR2 fusions	rs1219648,rs2981579
reactome	R-HSA-5655253	Signaling by FGFR2 in disease	rs1458038,rs10748128,rs1219648,rs6761,rs152528,rs4338740,rs3805236,rs2981579,rs17369571,rs2121875
reactome	R-HSA-5654741	Signaling by FGFR3	rs9574565,rs1458038,rs10748128,rs3805236,rs6710518,rs152528,rs2283792,rs534870
reactome	R-HSA-8853334	Signaling by FGFR3 fusions in cancer	rs10748128,rs3805236
reactome	R-HSA-5655332	Signaling by FGFR3 in disease	rs1458038,rs10748128,rs3805236,rs152528
reactome	R-HSA-8853338	Signaling by FGFR3 point mutants in cancer	rs1458038,rs10748128,rs3805236,rs152528
reactome	R-HSA-5654743	Signaling by FGFR4	rs9574565,rs10748128,rs3805236,rs152528,rs2283792,rs534870
reactome	R-HSA-5655291	Signaling by FGFR4 in disease	rs10748128,rs3805236
reactome	R-HSA-372790	Signaling by GPCR	rs12970134,rs2074404,rs2352028,rs2877716,rs1348582,rs291353,rs82625,rs6561030,rs3995090,rs947583,rs8002779,rs798544,rs12063142,rs1387153,rs6118083,rs838705,rs2283792,rs1497546,rs673548,rs1354034,rs1397048,rs541041,rs830998,rs999943,rs1574192,rs572169,rs4613763,rs9523762,rs10841496,rs3758354,rs10831496,rs2062583,rs29232,rs11842874,rs1588265,rs4132509,rs10861905,rs6063312,rs12101261,rs951005,rs8017455,rs6687840,rs11971186,rs6056209,rs2306677,rs1010254,rs2166706,rs1447352,rs2544390,rs693,rs16826658,rs10495928,rs9303521,rs2782980,rs1127065,rs2659546,rs4903031,rs8035957,rs11668477,rs6842241,rs3093024,rs2250417,rs571312,rs2268363,rs4676406,rs4650608,rs1667255,rs3093023,rs12367822,rs4785763,rs13405728,rs1466535,rs7927370,rs2274459,rs10493389,rs4075958,rs7798500,rs10491334,rs2228671,rs710446,rs11979158,rs1403543,rs12678919,rs11671664,rs17691394,rs12418204,rs6511720,rs4142110,rs4944092,rs10052657,rs7591064,rs17111394,rs882300,rs11172113,rs702543,rs1801725,rs263238,rs1182188,rs758642,rs1008953,rs154659,rs1012053,rs2601828,rs3780792,rs415430,rs7349332,rs2119704,rs630923,rs1869901,rs1746048,rs495366,rs4481887,rs11214606,rs11880198,rs13314993,rs10871777,rs6754295,rs11611208,rs17864092,rs869244,rs393152,rs10096633,rs11248060,rs2816316,rs16946160,rs12344583,rs798497,rs2083637,rs1823068,rs3889237,rs1983853,rs6421571,rs13224682,rs9870680,rs1878022
reactome	R-HSA-5358351	Signaling by Hedgehog	rs1828591,rs263238,rs2352028,rs2877716,rs16946160,rs9523762,rs13118928,rs8002779,rs2601828,rs735172,rs1812175,rs6854783,rs13224682,rs9357155,rs10483853,rs7798500,rs831571,rs4724100
reactome	R-HSA-2028269	Signaling by Hippo	
reactome	R-HSA-74752	Signaling by Insulin receptor	rs2115386,rs1458038,rs10748128,rs891088,rs1219648,rs7111341,rs7578326,rs152528,rs12540874,rs4338740,rs3805236,rs2981579,rs6051520,rs2943641,rs17369571,rs2283792,rs2121875,rs3800569
