pathway_namespace	pathway_identifier	pathway_name	snps
kegg	path:hsa05169	Epstein-Barr virus infection - Homo sapiens (human)	rs968451,rs280519,rs9642880,rs2327832,rs3129055,rs10484561,rs2860580,rs3129890,rs13437082,rs210134,rs987870,rs2234978,rs4713693,rs3135363,rs2647044,rs9275698,rs11968166,rs1799969,rs2282978,rs2066808,rs660895,rs8028182,rs3135338,rs2647012,rs10903122,rs6074022,rs12720356,rs9275572,rs12423712,rs4132509,rs2413583,rs9264942,rs4601609,rs11611647,rs210138,rs5498,rs3129882,rs4815617,rs3093030,rs864537,rs744166,rs2056626,rs10876993,rs2523608,rs9468925,rs1335532,rs9277535,rs445,rs2856718,rs610604,rs10484554,rs290986,rs7775228,rs8102137,rs9357152,rs3077,rs13192471,rs6903608,rs2069408,rs7765379,rs8016947,rs1321311,rs9271366,rs4238010,rs9500927,rs7774434,rs2247056,rs3218097,rs2858331,rs2230926,rs7665090,rs2523809,rs6457617,rs831571,rs10133111
kegg	path:hsa05170	Human immunodeficiency virus 1 infection - Homo sapiens (human)	rs210138,rs2523608,rs864537,rs180515,rs2306677,rs291353,rs2056626,rs17036350,rs968451,rs9468925,rs2659546,rs10484554,rs3129055,rs2860580,rs13437082,rs210134,rs2234978,rs2283792,rs882300,rs4713693,rs1801516,rs999943,rs1950500,rs1800693,rs8016947,rs2084385,rs3889237,rs2247056,rs477895,rs4132509,rs2413583,rs7665090,rs9264942,rs2281680,rs2523809,rs4601609,rs815815
kegg	path:hsa05200	Pathways in cancer - Homo sapiens (human)	rs11221332,rs10889677,rs768048,rs17116334,rs4143832,rs1812175,rs12821256,rs17810546,rs6118083,rs11141915,rs210134,rs2121875,rs4613763,rs4132509,rs477895,rs2981579,rs285480,rs10758669,rs11611647,rs706779,rs7647307,rs16826658,rs3194051,rs445,rs404860,rs3118470,rs6842241,rs525410,rs1999805,rs4962416,rs443198,rs2284033,rs7504990,rs6854783,rs5742692,rs7665090,rs12251307,rs11979158,rs710446,rs2158836,rs17036350,rs7903146,rs5031002,rs9642880,rs6774494,rs4338740,rs7574865,rs11968166,rs2282978,rs3131296,rs2066808,rs2601828,rs3213094,rs415430,rs1746048,rs815815,rs3782181,rs10927875,rs2114039,rs892055,rs2546890,rs8102137,rs1295686,rs10800098,rs7090512,rs798497,rs2075726,rs3218097,rs4238010,rs3889237,rs1983853,rs995030,rs180515,rs454305,rs2877716,rs6590330,rs2755237,rs1529672,rs291353,rs2074404,rs12431733,rs7319311,rs798544,rs11209026,rs860413,rs7579899,rs2283792,rs1435703,rs485499,rs2201841,rs1063192,rs10045431,rs3790567,rs543650,rs1004446,rs1512268,rs17369571,rs210138,rs5919432,rs6056209,rs10876993,rs1127065,rs2275215,rs8035957,rs9472138,rs2104286,rs2069408,rs167769,rs5742915,rs9929218,rs8016947,rs1321311,rs13118928,rs4129267,rs12621278,rs20541,rs7911500,rs2853676,rs2736100,rs3736228,rs3761847,rs744910,rs6686643,rs6625163,rs1801275,rs4944092,rs1059513,rs2234978,rs6897932,rs2504063,rs4925386,rs882300,rs4444235,rs956237,rs11695685,rs263238,rs1182188,rs4795067,rs4537545,rs152528,rs7349332,rs11465804,rs3821236,rs4601609,rs1869901,rs2273061,rs7517847,rs1828591,rs744166,rs6902771,rs10243024,rs2735839,rs7901695,rs5751614,rs967417,rs4724100,rs9296015,rs1458038,rs7158173,rs1219648,rs7677751,rs6441286,rs3742207,rs10133111
kegg	path:hsa05202	Transcriptional misregulation in cancer - Homo sapiens (human)	rs6670655,rs2755237,rs17086609,rs9642880,rs7923609,rs17116334,rs3761847,rs1424233,rs8007846,rs210134,rs2310173,rs2187642,rs8756,rs9282641,rs1366594,rs8028182,rs6074022,rs7979673,rs2218488,rs13031237,rs2300478,rs285480,rs702873,rs9395066,rs11611647,rs13017599,rs2893923,rs210138,rs10927875,rs495366,rs7647307,rs10483776,rs10483727,rs10243024,rs1111875,rs5015480,rs12424086,rs2239633,rs16933812,rs1432295,rs10800098,rs7923837,rs9888739,rs10948197,rs3799977,rs1801516,rs340630,rs7158173,rs7498403,rs5742915,rs11897119,rs11150610,rs7159888,rs1321311,rs4238010,rs2284033,rs8192917,rs5742692,rs17291650,rs7665090,rs771767
kegg	path:hsa05203	Viral carcinogenesis - Homo sapiens (human)	rs3761847,rs3129055,rs2860580,rs2597513,rs13437082,rs210134,rs2283792,rs4713693,rs11968166,rs1063192,rs2282978,rs13031237,rs477895,rs9264942,rs4601609,rs702873,rs11611647,rs13017599,rs210138,rs2523608,rs744166,rs10876993,rs2237349,rs9468925,rs13314993,rs445,rs10484554,rs290986,rs2268983,rs8102137,rs1432295,rs11984041,rs2069408,rs224278,rs8016947,rs1321311,rs4238010,rs3218097,rs2247056,rs2978263,rs7665090,rs2523809,rs10133111
kegg	path:hsa05204	Chemical carcinogenesis - Homo sapiens (human)	rs887829,rs4086116,rs2470893,rs991316,rs1057910,rs1495741,rs6742078,rs12772169,rs6686643,rs2185570,rs4148325,rs1789891,rs12767583,rs1789924,rs11892031,rs10509680,rs2472304
kegg	path:hsa05205	Proteoglycans in cancer - Homo sapiens (human)	rs10994397,rs2074404,rs180515,rs17036350,rs2306374,rs3781264,rs9642880,rs3805236,rs4944092,rs2234978,rs2283792,rs2504063,rs10748128,rs999943,rs1574192,rs10045431,rs1008953,rs543650,rs1004446,rs3780792,rs415430,rs7349332,rs4132509,rs3213094,rs3765524,rs744166,rs3807989,rs2306677,rs16826658,rs4948418,rs441051,rs6902771,rs10243024,rs2546890,rs1127065,rs2274223,rs9472138,rs1999805,rs12344583,rs10761482,rs1321311,rs3889237,rs5742692,rs11979158
kegg	path:hsa05206	MicroRNAs in cancer - Homo sapiens (human)	rs2074404,rs17036350,rs12143943,rs710521,rs9642880,rs534870,rs10937405,rs1150754,rs210134,rs2283792,rs8756,rs2282978,rs3131296,rs9674544,rs7578326,rs7979673,rs9574565,rs415430,rs10074258,rs8023445,rs11611647,rs210138,rs185819,rs744166,rs2248359,rs9466056,rs2114039,rs10495928,rs10243024,rs445,rs7610017,rs404860,rs12424086,rs8102137,rs9472138,rs9296015,rs1801516,rs443198,rs1321311,rs7677751,rs4238010,rs3889237,rs1625579,rs2269426,rs2943641,rs7665090,rs11979158,rs12198173
kegg	path:hsa05210	Colorectal cancer - Homo sapiens (human)	rs210138,rs1350666,rs180515,rs768048,rs17036350,rs7903146,rs454305,rs9642880,rs744910,rs7901695,rs210134,rs2283792,rs956237,rs1321311,rs477895,rs4132509,rs7504990,rs11979158,rs4601609
kegg	path:hsa05211	Renal cell carcinoma - Homo sapiens (human)	rs11221332,rs2283792,rs454305,rs6590330,rs2084385,rs10243024,rs1321311,rs3805236,rs477895,rs4132509,rs9472138,rs7579899,rs4601609
kegg	path:hsa05212	Pancreatic cancer - Homo sapiens (human)	rs210138,rs744166,rs180515,rs10876993,rs454305,rs11979158,rs2282978,rs17036350,rs445,rs1321311,rs744910,rs477895,rs4132509,rs7665090,rs210134,rs2283792,rs9472138
kegg	path:hsa05213	Endometrial cancer - Homo sapiens (human)	rs210138,rs956237,rs11695685,rs11979158,rs7903146,rs9929218,rs9642880,rs2153960,rs1321311,rs9480865,rs477895,rs4132509,rs7901695,rs210134,rs2283792
kegg	path:hsa05214	Glioma - Homo sapiens (human)	rs210138,rs10876993,rs454305,rs17036350,rs2114039,rs10491334,rs445,rs1127065,rs210134,rs2283792,rs2282978,rs1321311,rs7677751,rs3889237,rs4132509,rs5742692,rs11979158,rs8023445,rs815815
kegg	path:hsa05215	Prostate cancer - Homo sapiens (human)	rs5919432,rs495366,rs17036350,rs454305,rs5031002,rs7111341,rs2114039,rs2755237,rs7903146,rs2237349,rs8102137,rs6625163,rs2735839,rs7901695,rs2283792,rs2310173,rs956237,rs10895547,rs2069408,rs1219648,rs8016947,rs1321311,rs1512268,rs7677751,rs477895,rs2981579,rs4132509,rs5742692,rs7665090,rs11979158
kegg	path:hsa05216	Thyroid cancer - Homo sapiens (human)	rs210138,rs956237,rs7903146,rs9929218,rs9642880,rs1321311,rs7901695,rs285480,rs10800098,rs210134,rs2283792
kegg	path:hsa05217	Basal cell carcinoma - Homo sapiens (human)	rs210138,rs1828591,rs2074404,rs12431733,rs7903146,rs16826658,rs1812175,rs4944092,rs7901695,rs210134,rs967417,rs4444235,rs4724100,rs956237,rs1321311,rs13118928,rs7349332,rs415430,rs6854783
kegg	path:hsa05218	Melanoma - Homo sapiens (human)	rs210138,rs7647307,rs10876993,rs2114039,rs10243024,rs445,rs4338740,rs210134,rs2283792,rs2121875,rs1458038,rs10895547,rs2282978,rs9929218,rs1321311,rs152528,rs7677751,rs477895,rs4132509,rs5742692,rs17369571,rs11979158
kegg	path:hsa05219	Bladder cancer - Homo sapiens (human)	rs2283792,rs10876993,rs9929218,rs9642880,rs1321311,rs470119,rs11141915,rs11979158,rs9472138
kegg	path:hsa05220	Chronic myeloid leukemia - Homo sapiens (human)	rs210138,rs4962416,rs10876993,rs2282978,rs9642880,rs6774494,rs8016947,rs1321311,rs445,rs744910,rs477895,rs4132509,rs5751614,rs7665090,rs210134,rs2283792,rs8023445
kegg	path:hsa05221	Acute myeloid leukemia - Homo sapiens (human)	rs956237,rs744166,rs180515,rs17036350,rs7903146,rs5742915,rs11150610,rs9642880,rs17116334,rs477895,rs4132509,rs2239633,rs7901695,rs9888739,rs7665090,rs2283792
kegg	path:hsa05222	Small cell lung cancer - Homo sapiens (human)	rs210138,rs2158836,rs10927875,rs10876993,rs10510829,rs1529672,rs9642880,rs10510837,rs445,rs3761847,rs7319311,rs2275215,rs8102137,rs10800098,rs210134,rs1435703,rs4925386,rs525410,rs1063192,rs7158173,rs2069408,rs2282978,rs4795067,rs6791644,rs1321311,rs8016947,rs12621278,rs4132509,rs3742207,rs7665090,rs285480,rs10133111
kegg	path:hsa05223	Non-small cell lung cancer - Homo sapiens (human)	rs210138,rs744166,rs10876993,rs454305,rs1529672,rs10510829,rs10510837,rs2153960,rs445,rs9480865,rs10800098,rs210134,rs2283792,rs1435703,rs2282978,rs6791644,rs1321311,rs3889237,rs477895,rs4132509,rs285480,rs11979158
kegg	path:hsa05224	Breast cancer - Homo sapiens (human)	rs2074404,rs180515,rs17036350,rs7903146,rs3736228,rs9642880,rs4338740,rs4944092,rs210134,rs2283792,rs2121875,rs2504063,rs956237,rs9594759,rs2282978,rs3131296,rs543650,rs152528,rs415430,rs7349332,rs4132509,rs17369571,rs8023445,rs4601609,rs2273061,rs210138,rs10876993,rs16826658,rs6902771,rs445,rs404860,rs7901695,rs9296015,rs1458038,rs1999805,rs9594738,rs443198,rs1321311,rs5742692,rs11979158
kegg	path:hsa05225	Hepatocellular carcinoma - Homo sapiens (human)	rs210138,rs2074404,rs180515,rs16826658,rs7903146,rs17036350,rs10876993,rs2736100,rs3736228,rs9642880,rs445,rs10243024,rs744910,rs6686643,rs3805236,rs4944092,rs7901695,rs210134,rs2283792,rs956237,rs2282978,rs1004446,rs1321311,rs3889237,rs415430,rs7349332,rs477895,rs2251219,rs4132509,rs454305,rs2853676,rs11979158,rs8023445
kegg	path:hsa05226	Gastric cancer - Homo sapiens (human)	rs2074404,rs180515,rs17036350,rs7903146,rs1529672,rs2736100,rs3736228,rs9642880,rs744910,rs4338740,rs3805236,rs4944092,rs210134,rs2283792,rs2121875,rs1435703,rs956237,rs1063192,rs11695685,rs152528,rs415430,rs7349332,rs2981579,rs4132509,rs285480,rs17369571,rs8023445,rs210138,rs16826658,rs10243024,rs8102137,rs7901695,rs10800098,rs1458038,rs2069408,rs1219648,rs9929218,rs1321311,rs2853676,rs11979158
kegg	path:hsa05230	Central carbon metabolism in cancer - Homo sapiens (human)	rs2283792,rs4607517,rs17036350,rs9806762,rs1219648,rs2896526,rs2114039,rs9642880,rs10243024,rs7677751,rs3757840,rs2981579,rs4132509,rs7072268,rs11979158,rs730497
kegg	path:hsa05231	Choline metabolism in cancer - Homo sapiens (human)	rs180515,rs651164,rs17036350,rs2114039,rs10479002,rs9364554,rs6561030,rs4142110,rs2073643,rs838705,rs494620,rs2283792,rs7758229,rs2736428,rs11248060,rs1564348,rs10895547,rs1012053,rs7677751,rs3889237,rs272889,rs1857353,rs4132509,rs11979158,rs4601609
kegg	path:hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)	rs2300603,rs864537,rs180515,rs744166,rs17036350,rs2056626,rs11979158,rs8016947,rs2659546,rs4601609,rs7209435,rs8035957,rs4132509,rs7665090,rs2283792,rs10758669
kegg	path:hsa05310	Asthma - Homo sapiens (human)	rs3129882,rs2251746,rs9277535,rs2856718,rs7775228,rs4143832,rs10484561,rs9357152,rs3129890,rs1295686,rs987870,rs3077,rs3135363,rs13192471,rs9275698,rs6903608,rs2647044,rs7765379,rs660895,rs3135338,rs2647012,rs6074022,rs9271366,rs3024505,rs9275572,rs20541,rs7774434,rs2858331,rs9500927,rs6457617
kegg	path:hsa05320	Autoimmune thyroid disease - Homo sapiens (human)	rs3129055,rs4143832,rs10484561,rs2860580,rs3129890,rs13437082,rs2234978,rs987870,rs17111394,rs4713693,rs9282641,rs3135363,rs9275698,rs660895,rs231735,rs3135338,rs2647012,rs6074022,rs3024505,rs9275572,rs12101261,rs9264942,rs8017455,rs2523608,rs3129882,rs9468925,rs9277535,rs2856718,rs7775228,rs10484554,rs9357152,rs3077,rs13192471,rs6903608,rs7765379,rs1024161,rs9271366,rs9500927,rs7774434,rs2247056,rs2858331,rs8192917,rs2647044,rs10999409,rs2523809,rs6457617
kegg	path:hsa05321	Inflammatory bowel disease (IBD) - Homo sapiens (human)	rs10889677,rs501764,rs744910,rs1424233,rs2076756,rs10484561,rs4143832,rs17810546,rs1801275,rs11209026,rs339969,rs1059513,rs3129890,rs987870,rs7574865,rs485499,rs2201841,rs3135363,rs7665090,rs9275698,rs2647044,rs3743266,rs660895,rs10045431,rs3135338,rs2647012,rs3790567,rs3024505,rs9275572,rs3213094,rs11071559,rs11465804,rs5743289,rs3784609,rs3821236,rs4601609,rs7517847,rs3129882,rs744166,rs9277535,rs2546890,rs2856718,rs7775228,rs809736,rs9357152,rs1295686,rs3077,rs13192471,rs6903608,rs7498403,rs7765379,rs167769,rs9271366,rs7774434,rs20541,rs2858331,rs340029,rs6441286,rs9302752,rs9500927,rs3771166,rs6457617
kegg	path:hsa05322	Systemic lupus erythematosus - Homo sapiens (human)	rs3129882,rs9277535,rs2856718,rs7775228,rs2268983,rs10484561,rs4764043,rs9357152,rs3129890,rs987870,rs3077,rs2160519,rs9282641,rs3135363,rs13192471,rs9275698,rs1801274,rs6903608,rs4764039,rs2647044,rs7765379,rs660895,rs3135338,rs2647012,rs6074022,rs9271366,rs3024505,rs9275572,rs7774434,rs2858331,rs9500927,rs6457617
kegg	path:hsa05323	Rheumatoid arthritis - Homo sapiens (human)	rs1126757,rs3018362,rs17086609,rs484959,rs10484561,rs3129890,rs987870,rs3800569,rs9282641,rs3135363,rs9594759,rs9275698,rs1799969,rs660895,rs231735,rs3135338,rs2647012,rs9275572,rs2957128,rs4601609,rs1746048,rs5498,rs3129882,rs495366,rs3093030,rs3803800,rs9277535,rs2856718,rs7775228,rs9357152,rs7253363,rs9472138,rs3077,rs13192471,rs9594738,rs6903608,rs7765379,rs1024161,rs9271366,rs9500927,rs7774434,rs2858331,rs2647044,rs6457617
kegg	path:hsa05330	Allograft rejection - Homo sapiens (human)	rs3129055,rs4143832,rs10484561,rs17810546,rs2860580,rs3129890,rs13437082,rs2234978,rs987870,rs485499,rs4713693,rs9282641,rs3135363,rs9275698,rs660895,rs10045431,rs3135338,rs2647012,rs6074022,rs3024505,rs9275572,rs3213094,rs9264942,rs2523608,rs3129882,rs9468925,rs9277535,rs2546890,rs2856718,rs7775228,rs10484554,rs9357152,rs3077,rs13192471,rs6903608,rs7765379,rs9271366,rs9500927,rs7774434,rs2247056,rs2858331,rs8192917,rs6441286,rs2647044,rs10999409,rs2523809,rs6457617
kegg	path:hsa05332	Graft-versus-host disease - Homo sapiens (human)	rs3129055,rs10484561,rs2860580,rs3129890,rs13437082,rs2234978,rs987870,rs4713693,rs9282641,rs3135363,rs9275698,rs660895,rs3135338,rs2647012,rs9275572,rs9264942,rs2523608,rs3129882,rs9468925,rs9277535,rs2856718,rs7775228,rs10484554,rs9357152,rs3077,rs13192471,rs6903608,rs7765379,rs9271366,rs9500927,rs7774434,rs2247056,rs2858331,rs8192917,rs2647044,rs10999409,rs2523809,rs6457617
kegg	path:hsa05340	Primary immunodeficiency - Homo sapiens (human)	rs4675374,rs3194051,rs4273077,rs6074022,rs2075876,rs4781011,rs860413,rs6547705,rs140174,rs6897932
kegg	path:hsa05410	Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human)	rs7077361,rs4704970,rs2070615,rs4343,rs197770,rs7795096,rs2275215,rs7805747,rs11065611,rs2819742,rs2819770,rs2281845,rs216013,rs365990,rs1551943,rs157350,rs4770403,rs12883884,rs12621278,rs7554607,rs7076247,rs5742692,rs12476289,rs4329,rs7069923
kegg	path:hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)	rs7903146,rs7077361,rs11154022,rs4704970,rs2070615,rs197770,rs2275215,rs11065611,rs2819742,rs2819770,rs2281845,rs7901695,rs216013,rs956237,rs11695685,rs1551943,rs2298574,rs157350,rs4770403,rs12883884,rs12621278,rs7554607,rs7076247,rs7069923
kegg	path:hsa05414	Dilated cardiomyopathy (DCM) - Homo sapiens (human)	rs2877716,rs7077361,rs82625,rs4704970,rs2070615,rs2782980,rs197770,rs2275215,rs11065611,rs2819742,rs2819770,rs2281845,rs216013,rs365990,rs1551943,rs263238,rs157350,rs4770403,rs12883884,rs2601828,rs12621278,rs7554607,rs7076247,rs5742692,rs12476289,rs7069923
kegg	path:hsa05416	Viral myocarditis - Homo sapiens (human)	rs4704970,rs3129055,rs10484561,rs2860580,rs3129890,rs13437082,rs987870,rs4713693,rs9282641,rs3135363,rs9275698,rs1799969,rs660895,rs3135338,rs2647012,rs4770403,rs6074022,rs9275572,rs9264942,rs5498,rs3129882,rs2523608,rs3093030,rs3807989,rs9468925,rs9277535,rs2856718,rs7775228,rs10484554,rs2275215,rs9357152,rs365990,rs3077,rs13192471,rs6903608,rs157350,rs7765379,rs9271366,rs9500927,rs7774434,rs2247056,rs2858331,rs2647044,rs10999409,rs2523809,rs6457617
kegg	path:hsa05418	Fluid shear stress and atherosclerosis - Homo sapiens (human)	rs12593813,rs5498,rs3807989,rs3093030,rs12431733,rs6686643,rs3753242,rs9472138,rs2580816,rs2310173,rs4444235,rs1859156,rs1799969,rs1574192,rs1366594,rs1800693,rs1008953,rs6504218,rs10021303,rs4132509,rs7665090,rs2241423,rs4601609,rs815815
